PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
4p6x,2.50,2014,7.04,Ki=91nM,True
1ci7,2.60,2000,7.05,Ki=90nM,True
1xug,1.50,1998,7.05,Ki=0.09uM,True
2bq7,2.20,2006,7.05,Ki=89nM,True
2jxr,2.40,1997,7.05,Ki=90nM,True
3ahn,1.80,2010,7.05,Ki=90.1nM,True
3aho,1.88,2010,7.05,Ki=88.9nM,True
3i4y,1.85,2010,7.05,Ki=0.09uM,True
3v7s,3.10,2012,7.05,Ki=0.09uM,True
4e3h,1.50,2012,7.05,Ki=90nM,True
4h3j,1.60,2012,7.05,Ki=90nM,True
5ykp,1.68,2018,7.05,Ki=0.09uM,True
6c0s,2.35,2018,7.05,Ki=89nM,True
1ui0,1.50,2003,7.06,Ki=88nM,True
2eep,2.20,2008,7.06,Ki=88.1nM,True
3po6,1.47,2011,7.06,Ki=87.3nM,True
4cwq,2.00,2014,7.06,Ki=0.088uM,True
5a6h,1.57,2016,7.06,Ki=88.0nM,True
5e2r,1.60,2015,7.06,Ki=86.2nM,True
5zc5,1.90,2018,7.06,Ki=88nM,True
2f9k,2.06,2006,7.07,Ki=85.9nM,True
2oc4,2.59,2007,7.07,Ki=86nM,True
2oji,2.60,2007,7.07,Ki=86nM,True
3cl0,2.20,2008,7.07,Ki=84.8nM,True
3u7k,1.90,2012,7.07,Ki=84.9nM,True
4oc5,1.70,2014,7.07,Ki=85nM,True
4qkx,3.30,2014,7.07,Ki=85nM,True
4xiq,1.84,2015,7.07,Ki=86nM,True
5hz5,1.40,2017,7.07,Ki=0.086uM,True
1ga9,2.10,2001,7.08,Ki=83nM,True
3k3a,2.59,2010,7.08,Ki=84.0nM,True
1lpg,2.00,2003,7.09,Ki=82nM,True
1yq7,2.20,2005,7.09,Ki=82.2nM,True
2bz6,1.60,2006,7.09,Ki=0.081uM,True
3er3,2.00,1991,7.09,Ki=81nM,True
3f7h,1.80,2009,7.09,Ki=82nM,True
5k0h,2.20,2016,7.09,Ki=0.081uM,True
5zg0,1.58,2019,7.09,Ki=0.082uM,True
1bmm,2.60,1996,7.10,Ki=79nM,True
1iau,2.00,2001,7.10,Ki=80nM,True
1lhg,2.25,1996,7.10,Ki=79nM,True
2e95,2.20,2007,7.10,Ki=0.08uM,True
2uvm,1.94,2007,7.10,Ki=0.08uM,True
3ebi,2.00,2009,7.10,Ki=79nM,True
3p55,2.00,2011,7.10,Ki=80nM,True
3tfv,3.00,2012,7.10,Ki=0.08uM,True
3zdg,2.48,2013,7.10,Ki=79nM,True
4bbh,1.63,2012,7.10,Ki=0.08uM,True
4bny,1.80,2013,7.10,Ki=0.08uM,True
4crd,2.10,2015,7.10,Ki=0.08uM,True
4rad,2.00,2015,7.10,Ki=0.08uM,True
4tyo,1.75,2014,7.10,Ki=0.08uM,True
4uj2,2.02,2016,7.10,Ki=80nM,True
4zx8,2.70,2016,7.10,Ki=0.080uM,True
3v2w,3.35,2012,7.11,Ki=77nM,True
4xe1,1.80,2015,7.11,Ki=77.3nM,True
4zx4,1.90,2016,7.11,Ki=0.078uM,True
5mqy,1.13,2017,7.11,Ki=0.077uM,True
5ula,1.50,2017,7.11,Ki=77nM,True
6dpt,1.79,2018,7.11,Ki=77nM,True
1nz7,2.40,2003,7.12,Ki=0.076uM,True
1xd0,2.00,2004,7.12,Ki=0.075uM,True
1z95,1.80,2005,7.12,Ki=76nM,True
2pov,1.60,2007,7.12,Ki=75nM,True
2x2r,2.20,2011,7.12,Ki=76.2nM,True
3dx4,1.38,2009,7.12,Ki=76nM,True
3kej,2.30,2010,7.12,Ki=75.9nM,True
4bzs,2.10,2014,7.12,Ki=75nM,True
4caf,1.70,2014,7.12,Ki=75nM,True
4e0x,2.00,2012,7.12,Ki=76nM,True
4ng9,2.20,2014,7.12,Ki=75nM,True
5nin,1.70,2017,7.12,Ki=75nM,True
5upj,2.30,1997,7.12,Ki=75nM,True
6o48,1.46,2019,7.12,Ki=75nM,True
1o39,1.59,2003,7.13,Ki=0.074uM,True
1o3b,1.75,2003,7.13,Ki=0.074uM,True
1o3c,1.64,2003,7.13,Ki=0.074uM,True
1o3d,1.33,2003,7.13,Ki=0.074uM,True
3v5g,1.50,2012,7.13,Ki=74nM,True
3zc5,2.20,2013,7.13,Ki=74nM,True
4b6p,2.30,2012,7.13,Ki=74nM,True
4kx8,2.40,2013,7.13,Ki=74nM,True
4zbf,2.20,2015,7.13,Ki=0.074uM,True
6qxs,2.88,2019,7.13,Ki=74nM,True
2vot,1.95,2008,7.14,Ki=72nM,True
3ffp,1.81,2009,7.14,Ki=72.5nM,True
3n7o,1.80,2010,7.14,Ki=72nM,True
4ks4,2.50,2013,7.14,Ki=72nM,True
4prj,2.80,2014,7.14,Ki=72nM,True
4wov,1.80,2015,7.14,Ki=72nM,True
4xaq,2.21,2015,7.14,Ki=71.7nM,True
6g2n,1.40,2018,7.14,Ki=72.0nM,True
6h3q,1.31,2019,7.14,Ki=73.2nM,True
1elb,2.10,1994,7.15,Ki=70nM,True
1pxn,2.50,2004,7.15,Ki=0.07uM,True
1zog,2.30,2005,7.15,Ki=70nM,True
2bxu,2.80,2006,7.15,Ki=70nM,True
2qnn,1.48,2008,7.15,Ki=0.07uM,True
3n9r,1.80,2010,7.15,Ki=70nM,True
3o86,1.60,2010,7.15,Ki=70nM,True
3rt6,2.84,2011,7.15,Ki=70nM,True
4gs6,2.20,2013,7.15,Ki=0.071uM,True
4pct,2.10,2014,7.15,Ki=70nM,True
4prg,2.90,1999,7.15,Ki=70nM,True
4ran,2.55,2015,7.15,Ki=0.07uM,True
6jn6,1.60,2019,7.15,Ki=0.07uM,True
1epp,1.90,1994,7.16,Ki=69nM,True
1f0u,1.90,2000,7.16,Ki=69nM,True
2xe4,1.65,2010,7.16,Ki=69nM,True
4iva,1.50,2013,7.16,Ki=68.4nM,True
1g36,1.90,2001,7.17,Ki=67nM,True
1o2h,1.77,2003,7.17,Ki=0.068uM,True
1p02,2.00,1990,7.17,Ki=67nM,True
2jk7,2.82,2008,7.17,Ki=67nM,True
2o22,NMR,2007,7.17,Ki=67nM,True
3zpq,2.80,2013,7.17,Ki=67.6nM,True
4o0x,2.48,2014,7.17,Ki=68nM,True
4zyw,2.05,2016,7.17,Ki=68nM,True
4zyz,1.60,2016,7.17,Ki=67nM,True
5tks,1.55,2017,7.17,Ki=68nM,True
5v0n,2.16,2017,7.17,Ki=67.1nM,True
6g2l,1.48,2018,7.17,Ki=68nM,True
6hhh,2.70,2019,7.17,Ki=67.1nM,True
6pvx,1.55,2019,7.17,Ki=0.068uM,True
2a4g,2.50,2006,7.18,Ki=0.066uM,True
2a4q,2.45,2006,7.18,Ki=0.066uM,True
4rj5,3.10,2014,7.18,Ki=66nM,True
5wex,1.26,2017,7.18,Ki=66.3nM,True
6e5l,1.17,2019,7.18,Ki=66.7nM,True
7lpr,2.05,1993,7.18,Ki=66nM,True
1gi4,1.37,2002,7.19,Ki=0.065uM,True
1los,1.90,2002,7.19,Ki=64nM,True
1me3,1.20,2002,7.19,Ki=64.6nM,True
1me7,2.15,2003,7.19,Ki=65nM,True
1me8,1.90,2003,7.19,Ki=65nM,True
1nxy,1.60,2003,7.19,Ki=64nM,True
1z9y,1.66,2006,7.19,Ki=65nM,True
3gdt,1.60,2009,7.19,Ki=64nM,True
3ips,2.26,2010,7.19,Ki=64nM,True
3nsn,2.10,2010,7.19,Ki=65nM,True
3o0j,1.95,2011,7.19,Ki=65nM,True
4app,2.20,2012,7.19,Ki=0.064uM,True
4jk6,2.20,2013,7.19,Ki=0.064uM,True
4zx3,2.00,2016,7.19,Ki=0.065uM,True
5c8m,2.90,2015,7.19,Ki=64nM,True
5jf1,2.00,2016,7.19,Ki=64nM,True
5jf4,2.40,2016,7.19,Ki=65nM,True
5u94,2.20,2017,7.19,Ki=64nM,True
6c7x,1.50,2018,7.19,Ki=65.2nM,True
6ndl,2.00,2019,7.19,Ki=0.065uM,True
1s50,1.65,2005,7.20,Ki=0.063uM,True
2g8n,2.15,2006,7.20,Ki=63nM,True
2pow,1.75,2007,7.20,Ki=63nM,True
3k2f,1.98,2009,7.20,Ki=63nM,True
3mz6,2.00,2010,7.20,Ki=63nM,True
5jf5,1.80,2016,7.20,Ki=63nM,True
6c3e,2.60,2018,7.20,Ki=63.1nM,True
3v7t,2.09,2012,7.21,Ki=62nM,True
5bwc,2.45,2015,7.21,Ki=0.061uM,True
5jf6,1.70,2016,7.21,Ki=62nM,True
5zg3,1.65,2019,7.21,Ki=0.061uM,True
1gvx,1.00,2002,7.22,Ki=60nM,True
1lan,1.90,1995,7.22,Ki=60nM,True
1ll4,2.80,2002,7.22,Ki=60nM,True
1pxm,2.53,2004,7.22,Ki=0.06uM,True
2epn,1.61,2008,7.22,Ki=60nM,True
2er6,2.00,1991,7.22,Ki=60nM,True
2h6t,1.90,2007,7.22,Ki=60nM,True
2hnc,1.55,2006,7.22,Ki=60nM,True
2q3z,2.00,2007,7.22,Ki=60nM,True
3k99,2.10,2010,7.22,Ki=60nM,True
3m35,2.20,2010,7.22,Ki=60nM,True
3uz5,1.90,2012,7.22,Ki=0.06uM,True
4cra,1.80,2015,7.22,Ki=0.06uM,True
4gfm,2.30,2013,7.22,Ki=0.06uM,True
4o0y,2.20,2014,7.22,Ki=60nM,True
4zy2,2.10,2016,7.22,Ki=0.060uM,True
5a6a,2.69,2015,7.22,Ki=60.6nM,True
5tfx,1.50,2017,7.22,Ki=60.9nM,True
5wb3,2.20,2018,7.22,Ki=0.06uM,True
5we9,1.80,2017,7.22,Ki=0.06uM,True
3f8e,2.00,2009,7.23,Ki=59nM,True
4djx,1.50,2012,7.23,Ki=59nM,True
4lxd,1.90,2013,7.23,Ki=59nM,True
5j9f,2.10,2016,7.23,Ki=59nM,True
6h13,2.80,2019,7.23,Ki=58.6nM,True
6s9w,2.30,2019,7.23,Ki=59nM,True
1g2l,1.90,2001,7.24,Ki=57nM,True
1oyt,1.67,2003,7.24,Ki=0.057uM,True
1y4z,2.00,2005,7.24,Ki=57nM,True
2obo,2.60,2007,7.24,Ki=57nM,True
2psv,1.75,2007,7.24,Ki=58nM,True
3ikg,1.86,2009,7.24,Ki=0.057uM,True
3n3g,1.60,2010,7.24,Ki=58nM,True
4ha5,1.83,2012,7.24,Ki=58nM,True
4iq6,3.12,2013,7.24,Ki=58nM,True
5dh4,2.20,2016,7.24,Ki=58nM,True
5j9y,2.80,2016,7.24,Ki=58nM,True
5nxw,1.10,2018,7.24,Ki=57.4nM,True
6g3q,1.01,2018,7.24,Ki=57.9nM,True
2gbg,3.00,2006,7.25,Ki=56nM,True
2ole,2.40,2008,7.25,Ki=56.2nM,True
4xx3,2.40,2015,7.25,Ki=56nM,True
6m9c,1.80,2018,7.25,Ki=56nM,True
2qzr,1.95,2007,7.26,Ki=55nM,True
3gc5,1.40,2009,7.26,Ki=55nM,True
4hw2,2.80,2013,7.26,Ki=0.055uM,True
4itp,1.70,2014,7.27,Ki=54nM,True
4xit,1.86,2015,7.27,Ki=54nM,True
1hii,2.30,1995,7.28,Ki=53nM,True
2ceq,2.14,2006,7.28,Ki=53nM,True
2qhz,1.85,2008,7.28,Ki=53nM,True
2qoa,1.60,2008,7.28,Ki=52nM,True
3fl5,2.30,2009,7.28,Ki=52nM,True
3o7u,1.71,2011,7.28,Ki=52nM,True
3u7l,2.01,2012,7.28,Ki=52.4nM,True
4alx,2.30,2012,7.28,Ki=52nM,True
4m2w,1.66,2013,7.28,Ki=52nM,True
5cap,2.40,2015,7.28,Ki=52nM,True
5j7p,1.85,2016,7.28,Ki=0.052uM,True
5opu,1.55,2017,7.28,Ki=0.0530uM,True
5w12,1.88,2017,7.28,Ki=53nM,True
5zah,2.98,2018,7.28,Ki=53nM,True
6dm8,2.70,2018,7.28,Ki=52nM,True
4do4,1.40,2012,7.29,Ki=51nM,True
4iwz,1.60,2013,7.29,Ki=51nM,True
5opv,1.90,2017,7.29,Ki=0.0515uM,True
5vii,1.95,2017,7.29,Ki=51.8nM,True
5wzr,2.79,2017,7.29,Ki=51nM,True
5xva,1.85,2018,7.29,Ki=0.051uM,True
1nhg,2.43,2003,7.30,Ki=0.05uM,True
1nj5,2.80,2003,7.30,Ki=50nM,True
1nqc,1.80,2003,7.30,Ki=50nM,True
1o3h,1.53,2003,7.30,Ki=0.05uM,True
1o3i,1.51,2003,7.30,Ki=0.05uM,True
1tmn,1.90,1989,7.30,Ki=50nM,True
1zge,1.65,2006,7.30,Ki=50nM,True
2aq9,1.80,2006,7.30,Ki=50nM,True
2b7f,2.60,2005,7.30,Ki=50nM,True
2i3i,2.30,2006,7.30,Ki=0.05uM,True
2p59,2.90,2008,7.30,Ki=0.05uM,True
2qi1,2.00,2008,7.30,Ki=50nM,True
3c52,2.30,2008,7.30,Ki=0.05uM,True
3n0n,1.50,2011,7.30,Ki=50nM,True
3r16,1.60,2011,7.30,Ki=50nM,True
4a1w,2.50,2011,7.30,Ki=50nM,True
4dpt,2.19,2012,7.30,Ki=50nM,True
4dpu,1.90,2012,7.30,Ki=50nM,True
4riu,1.65,2015,7.30,Ki=50nM,True
4sga,1.80,1991,7.30,Ki=50nM,True
5l7h,1.84,2016,7.30,Ki=50nM,True
6lpr,2.10,1993,7.30,Ki=50nM,True
1o1s,2.30,2003,7.31,Ki=49nM,True
6ex1,1.60,2018,7.31,Ki=49.4nM,True
1jut,2.70,2001,7.32,Ki=47.7nM,True
1owj,3.10,2003,7.32,Ki=48.0nM,True
1qf1,2.00,1999,7.32,Ki=48nM,True
1ydt,2.30,1997,7.32,Ki=48nM,True
3ipu,2.40,2010,7.32,Ki=48nM,True
3mnu,1.80,2010,7.32,Ki=48nM,True
3pww,1.22,2011,7.32,Ki=48nM,True
5hdx,1.60,2016,7.32,Ki=48nM,True
6c9s,2.23,2019,7.32,Ki=48nM,True
6p3t,2.50,2019,7.32,Ki=0.048uM,True
6s5k,1.60,2019,7.32,Ki=47.9nM,True
2j2u,1.90,2006,7.33,Ki=47nM,True
2r2m,2.10,2008,7.33,Ki=47.1nM,True
3dhk,1.73,2009,7.33,Ki=47nM,True
4az2,2.60,2012,7.33,Ki=0.047uM,True
2fgi,2.50,1999,7.34,Ki=45.2nM,True
2gv6,2.10,2006,7.34,Ki=46nM,True
2vvs,2.24,2008,7.34,Ki=46nM,True
3f7i,1.90,2009,7.34,Ki=46nM,True
5dqc,2.47,2016,7.34,Ki=45.6nM,True
5mim,1.90,2017,7.34,Ki=0.046uM,True
5w14,1.88,2017,7.34,Ki=46nM,True
1mhw,1.90,2002,7.35,Ki=45nM,True
3rtf,1.70,2011,7.35,Ki=45nM,True
3s6t,2.30,2012,7.35,Ki=45nM,True
3su2,1.50,2012,7.35,Ki=44.8nM,True
3zdh,2.20,2013,7.35,Ki=45nM,True
5hdz,1.49,2016,7.35,Ki=45nM,True
6m9d,2.00,2018,7.35,Ki=45nM,True
4ca7,1.82,2013,7.36,Ki=44nM,True
4ntj,2.62,2014,7.36,Ki=43.9nM,True
4xuz,1.50,2015,7.36,Ki=0.044uM,True
4xx4,2.40,2015,7.36,Ki=44nM,True
5fl6,1.95,2015,7.36,Ki=43.6nM,True
6hb6,1.92,2019,7.36,Ki=43.4nM,True
1rwx,1.85,2004,7.37,Ki=43nM,True
2aw1,1.46,2006,7.37,Ki=43nM,True
2y71,1.50,2011,7.37,Ki=42.5nM,True
3f7g,2.30,2009,7.37,Ki=43nM,True
3q43,1.80,2011,7.37,Ki=43nM,True
3rti,2.80,2011,7.37,Ki=0.043uM,True
4pp9,2.58,2014,7.37,Ki=43nM,True
5diu,1.30,2016,7.37,Ki=0.043uM,True
6nwl,1.60,2019,7.37,Ki=43nM,True
6pve,2.30,2019,7.37,Ki=43nM,True
1bxq,1.41,1998,7.38,Ki=42nM,True
1csr,1.70,1995,7.38,Ki=42nM,True
1qf0,2.20,1999,7.38,Ki=42nM,True
2qi0,2.10,2008,7.38,Ki=42nM,True
3oli,1.50,2011,7.38,Ki=41.6nM,True
4gd6,1.53,2013,7.38,Ki=0.042uM,True
4o07,1.86,2014,7.38,Ki=42nM,True
5ceq,1.91,2015,7.38,Ki=0.042uM,True
5zaj,1.65,2018,7.38,Ki=42nM,True
6gwe,2.30,2019,7.38,Ki=42nM,True
1b11,1.90,1998,7.39,Ki=41nM,True
1fax,3.00,1997,7.39,Ki=41nM,True
2f9u,2.60,2006,7.39,Ki=0.041uM,True
2hzy,1.35,2006,7.39,Ki=41nM,True
2upj,3.00,1996,7.39,Ki=0.041uM,True
3ds9,1.76,2008,7.39,Ki=41nM,True
3e90,2.45,2009,7.39,Ki=41nM,True
3mna,1.50,2011,7.39,Ki=41nM,True
3p5l,1.50,2011,7.39,Ki=40.8nM,True
3sh1,2.90,2011,7.39,Ki=41nM,True
4na9,2.24,2014,7.39,Ki=41nM,True
4zx9,2.60,2016,7.39,Ki=0.041uM,True
1f8c,1.70,2001,7.40,Ki=0.04uM,True
1g2m,3.02,2001,7.40,Ki=40nM,True
1owh,1.61,2003,7.40,Ki=40nM,True
1p04,2.55,1990,7.40,Ki=40nM,True
1xn3,2.00,2005,7.40,Ki=40nM,True
1y3g,2.10,2006,7.40,Ki=40nM,True
1zoe,1.77,2005,7.40,Ki=40nM,True
2bpy,1.90,1999,7.40,Ki=39.8nM,True
2er9,2.20,1991,7.40,Ki=40nM,True
2i3h,1.62,2006,7.40,Ki=0.04uM,True
2zy1,1.78,2009,7.40,Ki=0.04uM,True
3rlq,1.90,2011,7.40,Ki=40nM,True
4fse,2.65,2012,7.40,Ki=40nM,True
4jyt,2.00,2014,7.40,Ki=0.04uM,True
4jzi,2.00,2014,7.40,Ki=0.04uM,True
4len,1.50,2014,7.40,Ki=0.04uM,True
4lv1,1.74,2014,7.40,Ki=0.04uM,True
4rab,2.26,2015,7.40,Ki=0.04uM,True
4x0u,1.95,2015,7.40,Ki=0.04uM,True
4z83,1.80,2015,7.40,Ki=40nM,True
5m44,2.71,2017,7.40,Ki=40nM,True
5m4c,1.94,2017,7.40,Ki=40nM,True
6a94,2.90,2019,7.40,Ki=40nM,True
6o4x,2.30,2019,7.40,Ki=40nM,True
1dwc,3.00,1994,7.41,Ki=39nM,True
1ik4,2.00,2001,7.41,Ki=39nM,True
3efj,2.60,2008,7.41,Ki=39nM,True
3s5y,2.10,2012,7.41,Ki=39.1nM,True
3zns,2.45,2013,7.41,Ki=39nM,True
4p7m,3.02,2014,7.41,Ki=39nM,True
4ps7,2.69,2014,7.41,Ki=39nM,True
4r92,1.71,2014,7.41,Ki=39nM,True
6g01,1.61,2019,7.41,Ki=39nM,True
1q5k,1.94,2004,7.42,Ki=38nM,True
1t32,1.85,2005,7.42,Ki=38nM,True
2aow,2.97,2005,7.42,Ki=38.2nM,True
2aox,3.12,2005,7.42,Ki=38.2nM,True
2pou,1.60,2007,7.42,Ki=38nM,True
2xys,1.91,2011,7.42,Ki=38nM,True
2zu4,1.93,2009,7.42,Ki=38nM,True
4p7s,2.87,2014,7.42,Ki=38nM,True
5cao,2.60,2015,7.42,Ki=38nM,True
5jf3,1.60,2016,7.42,Ki=38nM,True
5wac,2.06,2017,7.42,Ki=38nM,True
1pi4,1.39,2004,7.43,Ki=37nM,True
2i72,2.20,2007,7.43,Ki=37nM,True
2isv,2.30,2006,7.43,Ki=37nM,True
2isw,1.75,2006,7.43,Ki=37nM,True
3mmf,1.50,2011,7.43,Ki=37nM,True
4o05,1.79,2014,7.43,Ki=37nM,True
1ciz,1.64,1999,7.44,Ki=36nM,True
1qb9,1.80,2000,7.44,Ki=36nM,True
1sc8,2.40,2004,7.44,Ki=0.036uM,True
1vzq,1.54,2005,7.44,Ki=36nM,True
1ysi,NMR,2005,7.44,Ki=0.036uM,True
2cfg,1.55,2007,7.44,Ki=36nM,True
2f7o,1.43,2006,7.44,Ki=0.036uM,True
2oxn,1.70,2007,7.44,Ki=36nM,True
2qbq,2.10,2008,7.44,Ki=0.036uM,True
2r38,1.81,2008,7.44,Ki=0.036uM,True
3dx0,1.70,2009,7.44,Ki=36nM,True
3lbl,1.60,2010,7.44,Ki=36nM,True
3p3h,1.50,2011,7.44,Ki=36nM,True
3znr,2.40,2013,7.44,Ki=36nM,True
4m2v,1.72,2013,7.44,Ki=36nM,True
4o0r,2.40,2014,7.44,Ki=36nM,True
6ceh,1.43,2018,7.44,Ki=36.5nM,True
6o0o,2.00,2019,7.44,Ki=36nM,True
3u7m,2.15,2012,7.45,Ki=35.1nM,True
1my8,1.72,2003,7.46,Ki=35nM,True
1sqo,1.84,2004,7.46,Ki=0.035uM,True
2g71,2.20,2007,7.46,Ki=35nM,True
2p53,2.10,2007,7.46,Ki=35nM,True
3fed,1.29,2009,7.46,Ki=34.6nM,True
3kcf,2.80,2009,7.46,Ki=0.035uM,True
3ocz,1.35,2011,7.46,Ki=35nM,True
3rwq,2.55,2011,7.46,Ki=35nM,True
3sv6,1.40,2012,7.46,Ki=34.4nM,True
3zuk,2.60,2011,7.46,Ki=35nM,True
4cpr,1.80,2014,7.46,Ki=35nM,True
4dff,2.11,2012,7.46,Ki=35nM,True
5edr,2.60,2015,7.46,Ki=34.3nM,True
5fdc,1.75,2016,7.46,Ki=34.8nM,True
5hg9,2.15,2016,7.46,Ki=35nM,True
5maj,1.00,2017,7.46,Ki=35nM,True
5nf6,2.55,2017,7.46,Ki=35nM,True
6gxb,1.35,2019,7.46,Ki=35nM,True
1h8l,2.60,2002,7.47,Ki=34nM,True
3oe4,1.49,2011,7.47,Ki=34nM,True
3own,2.00,2010,7.47,Ki=34nM,True
3shj,2.80,2011,7.47,Ki=34nM,True
4abj,1.45,2012,7.47,Ki=34nM,True
4ge6,1.40,2012,7.47,Ki=34nM,True
5mft,1.59,2017,7.47,Ki=34nM,True
5ny3,1.40,2018,7.47,Ki=33.9nM,True
5o07,1.80,2017,7.47,Ki=33.8nM,True
1iiq,1.83,2002,7.48,Ki=33nM,True
1rev,2.60,1996,7.48,Ki=33nM,True
1u71,2.20,2005,7.48,Ki=33nM,True
2qhy,1.85,2008,7.48,Ki=33nM,True
2qwe,2.00,1998,7.48,Ki=0.033uM,True
3h0a,2.10,2009,7.48,Ki=33nM,True
3l3l,2.50,2010,7.48,Ki=33nM,True
3qxm,1.65,2011,7.48,Ki=33nM,True
3u92,1.90,2012,7.48,Ki=32.8nM,True
4e0w,2.35,2012,7.48,Ki=33nM,True
4q2k,2.20,2014,7.48,Ki=33nM,True
6dl2,1.47,2019,7.48,Ki=33nM,True
6dne,2.96,2018,7.48,Ki=33.3nM,True
2cfd,1.60,2007,7.49,Ki=32nM,True
2hh5,1.80,2006,7.49,Ki=0.032uM,True
2hhn,1.55,2007,7.49,Ki=32nM,True
2xdm,2.40,2010,7.49,Ki=32nM,True
2ynd,1.89,2014,7.49,Ki=32nM,True
3nyx,2.50,2010,7.49,Ki=32nM,True
5vih,2.40,2017,7.49,Ki=32.2nM,True
6b16,2.29,2017,7.49,Ki=32nM,True
4cpw,1.70,2014,7.50,Ki=31.5nM,True
5mwp,1.82,2018,7.50,Ki=31.6nM,True
6otg,1.50,2019,7.50,Ki=31.4nM,True
1pf8,2.51,2003,7.51,Ki=0.031uM,True
2vwo,1.60,2009,7.51,Ki=31nM,True
2ydo,3.00,2011,7.51,Ki=30.9nM,True
3n2v,1.55,2010,7.51,Ki=31nM,True
4hdp,1.22,2013,7.51,Ki=30.9nM,True
5byi,1.15,2015,7.51,Ki=30.7nM,True
1ivp,2.50,1993,7.52,Ki=30nM,True
1lf2,1.80,2002,7.52,Ki=30nM,True
1mmq,1.90,1996,7.52,Ki=0.03uM,True
1pq3,2.70,2003,7.52,Ki=30nM,True
1qcp,1.80,1999,7.52,Ki=30nM,True
1uml,2.50,2004,7.52,Ki=30nM,True
1zfq,1.55,2006,7.52,Ki=30nM,True
3ekr,2.00,2008,7.52,Ki=0.03uM,True
3hfb,1.92,2010,7.52,Ki=0.03uM,True
3l4u,1.90,2010,7.52,Ki=0.03uM,True
3rlr,1.70,2011,7.52,Ki=30nM,True
4dq2,2.50,2012,7.52,Ki=0.03uM,True
4ijq,2.00,2013,7.52,Ki=0.03uM,True
4qbb,1.60,2014,7.52,Ki=0.03uM,True
4r6t,2.60,2014,7.52,Ki=0.03uM,True
4rac,2.05,2015,7.52,Ki=0.03uM,True
4ty6,1.85,2014,7.52,Ki=30nM,True
5d48,1.81,2016,7.52,Ki=0.03uM,True
6flg,2.50,2018,7.52,Ki=30.1nM,True
4cpu,1.82,2014,7.53,Ki=29.5nM,True
5u8c,1.60,2017,7.53,Ki=29.58nM,True
6q8b,2.20,2019,7.53,Ki=29.5nM,True
2f1g,1.90,2006,7.54,Ki=29nM,True
2tsr,2.60,1999,7.54,Ki=29nM,True
3t8w,2.00,2011,7.54,Ki=29nM,True
4fxy,2.80,2013,7.54,Ki=0.029uM,True
4um3,2.70,2015,7.54,Ki=29nM,True
5yjb,2.96,2018,7.54,Ki=29nM,True
6eee,2.30,2018,7.54,Ki=28.9nM,True
1csh,1.65,1994,7.55,Ki=28nM,True
1lpk,2.20,2003,7.55,Ki=28nM,True
1owi,2.93,2003,7.55,Ki=28.0nM,True
1tlp,2.30,1989,7.55,Ki=28nM,True
1v0l,0.98,2004,7.55,Ki=0.028uM,True
1v0n,1.10,2004,7.55,Ki=0.028uM,True
1vj9,2.40,2004,7.55,Ki=0.028uM,True
1w10,2.00,2008,7.55,Ki=28nM,True
2oi0,2.00,2007,7.55,Ki=28nM,True
3e9h,2.10,2009,7.55,Ki=28nM,True
3ni5,2.10,2011,7.55,Ki=28nM,True
4b6q,1.54,2012,7.55,Ki=28nM,True
4gmy,2.40,2013,7.55,Ki=0.028uM,True
4jk5,1.55,2013,7.55,Ki=0.028uM,True
4nct,2.60,2015,7.55,Ki=28.4nM,True
4ngn,1.64,2014,7.55,Ki=28.1nM,True
4ngr,1.90,2014,7.55,Ki=28.1nM,True
5c8n,2.40,2015,7.55,Ki=28nM,True
5oot,2.10,2017,7.55,Ki=0.0285uM,True
6aqs,1.57,2018,7.55,Ki=28nM,True
6gvf,2.50,2019,7.55,Ki=28nM,True
6ugq,1.31,2019,7.55,Ki=28.2nM,True
3suf,2.19,2012,7.56,Ki=27.8nM,True
5oq6,1.95,2017,7.56,Ki=0.0277uM,True
6g22,1.85,2018,7.56,Ki=27.7nM,True
1a0q,2.30,1999,7.57,Ki=27nM,True
1c3b,2.25,1999,7.57,Ki=27nM,True
1d09,2.10,2000,7.57,Ki=27nM,True
1dxp,2.40,2001,7.57,Ki=27nM,True
1pk0,3.30,2004,7.57,Ki=27nM,True
1q95,2.46,2004,7.57,Ki=27nM,True
1qhc,1.70,1999,7.57,Ki=27nM,True
2avs,1.10,2006,7.57,Ki=27.0nM,True
2ax6,1.50,2005,7.57,Ki=27nM,True
3fkv,1.85,2009,7.57,Ki=0.027uM,True
3ipq,2.00,2010,7.57,Ki=27nM,True
3ixg,2.14,2010,7.57,Ki=27nM,True
4crb,1.85,2015,7.57,Ki=0.027uM,True
4zw3,1.80,2016,7.57,Ki=0.027uM,True
1u65,2.61,2005,7.58,Ki=26.4nM,True
4b05,1.80,2012,7.58,Ki=26.1nM,True
2c3k,2.60,2005,7.59,Ki=0.026uM,True
2fdp,2.50,2006,7.59,Ki=26nM,True
2xb8,2.40,2010,7.59,Ki=26nM,True
3bm6,2.10,2009,7.59,Ki=26nM,True
3cl2,2.54,2008,7.59,Ki=25.9nM,True
3prz,2.60,2011,7.59,Ki=26nM,True
3t5u,1.75,2012,7.59,Ki=0.026uM,True
4j03,2.92,2013,7.59,Ki=26nM,True
4tw7,1.25,2014,7.59,Ki=26nM,True
4zy5,2.35,2015,7.59,Ki=26nM,True
